record_id,student_id,course_id,course_name,semester,year,grade,credits
1282,STU0075,CS101,Intro to Programming,Fall,2023,1.35,4
1283,STU0075,CS201,Data Structures,Fall,2023,1.68,4
1284,STU0075,CS301,Databases,Fall,2023,2.44,3
1285,STU0075,CS201,Data Structures,Spring,2023,1.43,4
1286,STU0075,CS501,Big Data,Spring,2023,1.85,4
1287,STU0075,CS101,Intro to Programming,Spring,2023,2.53,3
1288,STU0075,CS501,Big Data,Fall,2024,2.67,4
1289,STU0075,CS301,Databases,Fall,2024,2.02,4
1290,STU0075,CS401,Machine Learning,Fall,2024,2.24,4
1291,STU0075,CS301,Databases,Spring,2024,2.3,4
1292,STU0075,CS401,Machine Learning,Spring,2024,1.18,3
1293,STU0075,CS101,Intro to Programming,Fall,2025,1.64,4
1294,STU0075,CS201,Data Structures,Fall,2025,2.6,3
1295,STU0075,CS401,Machine Learning,Fall,2025,2.01,3
1296,STU0075,CS301,Databases,Fall,2025,2.52,4
1297,STU0075,CS401,Machine Learning,Spring,2025,1.63,3
1298,STU0075,CS301,Databases,Spring,2025,1.63,3
1299,STU0076,CS301,Databases,Fall,2023,2.23,3
1300,STU0076,CS401,Machine Learning,Fall,2023,3.11,4
1301,STU0076,CS101,Intro to Programming,Fall,2023,2.54,4
1302,STU0076,CS401,Machine Learning,Spring,2023,2.91,3
1303,STU0076,CS101,Intro to Programming,Spring,2023,2.35,4
1304,STU0076,CS501,Big Data,Spring,2023,2.52,3
1305,STU0076,CS201,Data Structures,Fall,2024,3.06,3
1306,STU0076,CS401,Machine Learning,Fall,2024,1.79,3
1307,STU0076,CS301,Databases,Spring,2024,1.97,3
1308,STU0076,CS501,Big Data,Spring,2024,2.62,3
1309,STU0076,CS401,Machine Learning,Spring,2024,3.15,4
1310,STU0076,CS101,Intro to Programming,Spring,2024,3.06,4
1311,STU0076,CS401,Machine Learning,Fall,2025,2.07,4
1312,STU0076,CS201,Data Structures,Fall,2025,3.07,3
1313,STU0076,CS501,Big Data,Fall,2025,1.93,4
1314,STU0076,CS401,Machine Learning,Spring,2025,3.3,3
1315,STU0076,CS501,Big Data,Spring,2025,1.82,3
1316,STU0077,BU201,Marketing,Fall,2023,3.37,3
1317,STU0077,BU101,Accounting,Fall,2023,3.03,4
1318,STU0077,BU401,Management,Fall,2023,3.91,3
1319,STU0077,BU301,Finance,Fall,2023,3.09,4
1320,STU0077,BU101,Accounting,Spring,2023,4.0,4
1321,STU0077,BU401,Management,Spring,2023,4.0,4
1322,STU0077,BU401,Management,Fall,2024,3.25,4
1323,STU0077,BU101,Accounting,Fall,2024,3.41,4
1324,STU0077,BU301,Finance,Fall,2024,3.56,4
1325,STU0077,BU201,Marketing,Fall,2024,4.0,3
1326,STU0077,BU201,Marketing,Spring,2024,3.6,3
1327,STU0077,BU401,Management,Spring,2024,3.0,4
1328,STU0077,BU101,Accounting,Spring,2024,3.33,4
1329,STU0077,BU301,Finance,Fall,2025,4.0,4
1330,STU0077,BU401,Management,Fall,2025,3.09,4
1331,STU0077,BU301,Finance,Spring,2025,3.59,3
1332,STU0077,BU401,Management,Spring,2025,4.0,4
1333,STU0078,PH301,Thermodynamics,Fall,2023,0.85,3
1334,STU0078,PH201,Electromagnetism,Fall,2023,0.78,3
1335,STU0078,PH101,Mechanics,Fall,2023,1.45,4
1336,STU0078,PH301,Thermodynamics,Spring,2023,1.11,4
1337,STU0078,PH101,Mechanics,Spring,2023,1.18,4
1338,STU0078,PH201,Electromagnetism,Spring,2023,1.77,3
1339,STU0078,PH101,Mechanics,Fall,2024,0.97,4
1340,STU0078,PH301,Thermodynamics,Fall,2024,2.19,4
1341,STU0078,PH201,Electromagnetism,Fall,2024,0.91,4
1342,STU0078,PH301,Thermodynamics,Spring,2024,1.12,4
1343,STU0078,PH201,Electromagnetism,Spring,2024,0.77,3
1344,STU0078,PH101,Mechanics,Spring,2024,1.5,4
1345,STU0078,PH201,Electromagnetism,Fall,2025,2.14,4
1346,STU0078,PH301,Thermodynamics,Fall,2025,1.68,4
1347,STU0078,PH101,Mechanics,Fall,2025,1.53,4
1348,STU0078,PH201,Electromagnetism,Spring,2025,1.92,3
1349,STU0078,PH301,Thermodynamics,Spring,2025,1.59,4
1350,STU0079,PH101,Mechanics,Fall,2023,3.16,3
1351,STU0079,PH301,Thermodynamics,Fall,2023,3.13,4
1352,STU0079,PH301,Thermodynamics,Spring,2023,3.77,4
1353,STU0079,PH201,Electromagnetism,Spring,2023,3.14,4
1354,STU0079,PH301,Thermodynamics,Fall,2024,3.86,3
1355,STU0079,PH201,Electromagnetism,Fall,2024,3.27,3
1356,STU0079,PH101,Mechanics,Fall,2024,3.4,4
1357,STU0079,PH101,Mechanics,Spring,2024,3.97,3
1358,STU0079,PH201,Electromagnetism,Spring,2024,4.0,3
1359,STU0079,PH301,Thermodynamics,Fall,2025,4.0,3
1360,STU0079,PH101,Mechanics,Fall,2025,4.0,3
1361,STU0079,PH201,Electromagnetism,Fall,2025,4.0,3
1362,STU0079,PH301,Thermodynamics,Spring,2025,3.67,3
1363,STU0079,PH101,Mechanics,Spring,2025,4.0,3
1364,STU0079,PH201,Electromagnetism,Spring,2025,3.12,4
1365,STU0080,EN301,Control Systems,Fall,2023,3.83,4
1366,STU0080,EN201,Circuit Analysis,Fall,2023,3.77,3
1367,STU0080,EN101,Engineering Drawing,Fall,2023,3.35,3
1368,STU0080,EN301,Control Systems,Spring,2023,4.0,3
1369,STU0080,EN201,Circuit Analysis,Spring,2023,3.16,3
1370,STU0080,EN101,Engineering Drawing,Spring,2023,4.0,4
1371,STU0080,EN101,Engineering Drawing,Fall,2024,2.97,4
1372,STU0080,EN301,Control Systems,Fall,2024,3.1,4
1373,STU0080,EN201,Circuit Analysis,Fall,2024,2.96,3
1374,STU0080,EN201,Circuit Analysis,Spring,2024,3.28,3
1375,STU0080,EN301,Control Systems,Spring,2024,3.01,4
1376,STU0080,EN301,Control Systems,Fall,2025,3.39,3
1377,STU0080,EN201,Circuit Analysis,Fall,2025,4.0,3
1378,STU0080,EN101,Engineering Drawing,Fall,2025,3.6,4
1379,STU0080,EN201,Circuit Analysis,Spring,2025,4.0,4
1380,STU0080,EN301,Control Systems,Spring,2025,3.8,4
1381,STU0080,EN101,Engineering Drawing,Spring,2025,3.83,3
1382,STU0081,EN301,Control Systems,Fall,2023,3.28,3
1383,STU0081,EN201,Circuit Analysis,Fall,2023,2.76,3
1384,STU0081,EN301,Control Systems,Spring,2023,2.47,3
1385,STU0081,EN101,Engineering Drawing,Spring,2023,3.17,4
1386,STU0081,EN201,Circuit Analysis,Spring,2023,2.2,3
1387,STU0081,EN201,Circuit Analysis,Fall,2024,2.19,3
1388,STU0081,EN101,Engineering Drawing,Fall,2024,2.6,3
1389,STU0081,EN301,Control Systems,Fall,2024,2.54,4
1390,STU0081,EN101,Engineering Drawing,Spring,2024,2.29,3
1391,STU0081,EN201,Circuit Analysis,Spring,2024,2.95,3
1392,STU0081,EN301,Control Systems,Spring,2024,1.9,4
1393,STU0081,EN101,Engineering Drawing,Fall,2025,1.79,4
1394,STU0081,EN201,Circuit Analysis,Fall,2025,3.12,4
1395,STU0081,EN301,Control Systems,Spring,2025,2.72,4
1396,STU0081,EN201,Circuit Analysis,Spring,2025,2.27,3
1397,STU0081,EN101,Engineering Drawing,Spring,2025,2.06,3
1398,STU0082,PH301,Thermodynamics,Fall,2023,2.44,3
1399,STU0082,PH201,Electromagnetism,Fall,2023,1.76,3
1400,STU0082,PH101,Mechanics,Fall,2023,1.77,4
1401,STU0082,PH301,Thermodynamics,Spring,2023,2.23,4
1402,STU0082,PH201,Electromagnetism,Spring,2023,2.86,4
1403,STU0082,PH101,Mechanics,Spring,2023,3.04,3
1404,STU0082,PH101,Mechanics,Fall,2024,2.06,3
1405,STU0082,PH301,Thermodynamics,Fall,2024,2.86,3
1406,STU0082,PH101,Mechanics,Spring,2024,2.79,3
1407,STU0082,PH201,Electromagnetism,Spring,2024,2.45,3
1408,STU0082,PH201,Electromagnetism,Fall,2025,1.99,4
1409,STU0082,PH301,Thermodynamics,Fall,2025,1.78,3
1410,STU0082,PH301,Thermodynamics,Spring,2025,3.29,4
1411,STU0082,PH201,Electromagnetism,Spring,2025,1.78,4
1412,STU0083,MT201,Linear Algebra,Fall,2023,2.15,3
1413,STU0083,MT101,Calculus I,Fall,2023,2.23,4
1414,STU0083,MT401,Discrete Math,Fall,2023,3.64,4
1415,STU0083,MT301,Statistics,Fall,2023,3.25,4
1416,STU0083,MT401,Discrete Math,Spring,2023,2.85,4
1417,STU0083,MT201,Linear Algebra,Spring,2023,2.44,3
1418,STU0083,MT101,Calculus I,Fall,2024,2.5,4
1419,STU0083,MT201,Linear Algebra,Fall,2024,3.49,3
1420,STU0083,MT301,Statistics,Fall,2024,2.86,4
1421,STU0083,MT401,Discrete Math,Fall,2024,2.79,4
1422,STU0083,MT201,Linear Algebra,Spring,2024,3.23,4
1423,STU0083,MT401,Discrete Math,Spring,2024,2.62,3
1424,STU0083,MT201,Linear Algebra,Fall,2025,2.28,4
1425,STU0083,MT301,Statistics,Fall,2025,3.23,4
1426,STU0083,MT401,Discrete Math,Fall,2025,3.61,4
1427,STU0083,MT101,Calculus I,Fall,2025,3.34,3
1428,STU0083,MT201,Linear Algebra,Spring,2025,2.28,3
1429,STU0083,MT401,Discrete Math,Spring,2025,2.32,4
1430,STU0083,MT101,Calculus I,Spring,2025,2.23,4
1431,STU0083,MT301,Statistics,Spring,2025,3.58,4
1432,STU0084,PH101,Mechanics,Fall,2023,3.37,4
1433,STU0084,PH301,Thermodynamics,Fall,2023,3.18,4
1434,STU0084,PH201,Electromagnetism,Fall,2023,2.85,3
1435,STU0084,PH101,Mechanics,Spring,2023,2.46,3
1436,STU0084,PH301,Thermodynamics,Spring,2023,1.96,3
1437,STU0084,PH201,Electromagnetism,Spring,2023,2.55,4
1438,STU0084,PH101,Mechanics,Fall,2024,3.14,3
1439,STU0084,PH201,Electromagnetism,Fall,2024,2.9,4
1440,STU0084,PH301,Thermodynamics,Fall,2024,3.05,3
1441,STU0084,PH301,Thermodynamics,Spring,2024,3.09,3
1442,STU0084,PH101,Mechanics,Spring,2024,2.58,3
1443,STU0084,PH101,Mechanics,Fall,2025,2.02,4
1444,STU0084,PH301,Thermodynamics,Fall,2025,2.9,4
1445,STU0084,PH201,Electromagnetism,Fall,2025,2.94,3
1446,STU0084,PH301,Thermodynamics,Spring,2025,2.31,3
1447,STU0084,PH201,Electromagnetism,Spring,2025,1.97,3
1448,STU0085,BU401,Management,Fall,2023,3.73,4
1449,STU0085,BU101,Accounting,Fall,2023,2.94,3
1450,STU0085,BU301,Finance,Fall,2023,2.53,4
1451,STU0085,BU401,Management,Spring,2023,3.6,4
1452,STU0085,BU201,Marketing,Spring,2023,3.65,3
1453,STU0085,BU101,Accounting,Spring,2023,3.67,4
1454,STU0085,BU301,Finance,Spring,2023,3.86,4
1455,STU0085,BU301,Finance,Fall,2024,3.62,3
1456,STU0085,BU101,Accounting,Fall,2024,2.53,4
1457,STU0085,BU201,Marketing,Fall,2024,3.03,3
1458,STU0085,BU401,Management,Fall,2024,3.08,4
1459,STU0085,BU201,Marketing,Spring,2024,2.48,4
1460,STU0085,BU301,Finance,Spring,2024,3.06,4
1461,STU0085,BU301,Finance,Fall,2025,3.83,3
1462,STU0085,BU201,Marketing,Fall,2025,3.51,4
1463,STU0085,BU101,Accounting,Fall,2025,3.42,4
1464,STU0085,BU401,Management,Fall,2025,3.51,4
1465,STU0085,BU301,Finance,Spring,2025,2.45,4
1466,STU0085,BU101,Accounting,Spring,2025,3.01,3
1467,STU0086,MT301,Statistics,Fall,2023,2.82,3
1468,STU0086,MT101,Calculus I,Fall,2023,2.03,4
1469,STU0086,MT401,Discrete Math,Fall,2023,2.38,4
1470,STU0086,MT201,Linear Algebra,Fall,2023,3.15,3
1471,STU0086,MT101,Calculus I,Spring,2023,2.19,3
1472,STU0086,MT201,Linear Algebra,Spring,2023,2.71,3
1473,STU0086,MT301,Statistics,Spring,2023,2.72,3
1474,STU0086,MT401,Discrete Math,Spring,2023,3.28,3
1475,STU0086,MT301,Statistics,Fall,2024,3.13,3
1476,STU0086,MT201,Linear Algebra,Fall,2024,2.16,3
1477,STU0086,MT101,Calculus I,Fall,2024,3.31,4
1478,STU0086,MT101,Calculus I,Spring,2024,3.32,3
1479,STU0086,MT401,Discrete Math,Spring,2024,2.14,4
1480,STU0086,MT201,Linear Algebra,Spring,2024,3.41,4
1481,STU0086,MT401,Discrete Math,Fall,2025,2.58,4
1482,STU0086,MT101,Calculus I,Fall,2025,2.93,4
1483,STU0086,MT401,Discrete Math,Spring,2025,3.58,4
1484,STU0086,MT301,Statistics,Spring,2025,3.16,4
1485,STU0086,MT201,Linear Algebra,Spring,2025,3.31,3
1486,STU0087,CS201,Data Structures,Fall,2023,1.69,3
1487,STU0087,CS401,Machine Learning,Fall,2023,2.59,4
1488,STU0087,CS301,Databases,Fall,2023,2.24,3
1489,STU0087,CS501,Big Data,Fall,2023,2.99,4
1490,STU0087,CS501,Big Data,Spring,2023,1.66,4
1491,STU0087,CS401,Machine Learning,Spring,2023,2.39,3
1492,STU0087,CS201,Data Structures,Fall,2024,3.07,4
1493,STU0087,CS101,Intro to Programming,Fall,2024,1.95,3
1494,STU0087,CS501,Big Data,Fall,2024,2.75,3
1495,STU0087,CS301,Databases,Fall,2024,2.73,4
1496,STU0087,CS301,Databases,Spring,2024,1.82,4
1497,STU0087,CS501,Big Data,Spring,2024,1.48,4
1498,STU0087,CS101,Intro to Programming,Fall,2025,2.25,4
1499,STU0087,CS401,Machine Learning,Fall,2025,2.39,4
1500,STU0087,CS401,Machine Learning,Spring,2025,2.29,4
1501,STU0087,CS201,Data Structures,Spring,2025,2.7,4
1502,STU0087,CS101,Intro to Programming,Spring,2025,1.72,4
1503,STU0088,MT401,Discrete Math,Fall,2023,1.68,4
1504,STU0088,MT201,Linear Algebra,Fall,2023,1.85,3
1505,STU0088,MT401,Discrete Math,Spring,2023,2.7,3
1506,STU0088,MT301,Statistics,Spring,2023,2.23,4
1507,STU0088,MT201,Linear Algebra,Spring,2023,2.21,3
1508,STU0088,MT101,Calculus I,Spring,2023,2.34,3
1509,STU0088,MT101,Calculus I,Fall,2024,2.14,4
1510,STU0088,MT301,Statistics,Fall,2024,2.11,3
1511,STU0088,MT201,Linear Algebra,Spring,2024,1.75,3
1512,STU0088,MT101,Calculus I,Spring,2024,1.7,4
1513,STU0088,MT301,Statistics,Fall,2025,2.25,4
1514,STU0088,MT201,Linear Algebra,Fall,2025,2.69,3
1515,STU0088,MT401,Discrete Math,Spring,2025,1.35,4
1516,STU0088,MT101,Calculus I,Spring,2025,1.92,3
1517,STU0088,MT201,Linear Algebra,Spring,2025,1.49,3
1518,STU0089,EN101,Engineering Drawing,Fall,2023,2.03,3
1519,STU0089,EN201,Circuit Analysis,Fall,2023,1.99,4
1520,STU0089,EN301,Control Systems,Fall,2023,2.83,3
1521,STU0089,EN201,Circuit Analysis,Spring,2023,2.88,4
1522,STU0089,EN101,Engineering Drawing,Spring,2023,2.36,4
1523,STU0089,EN301,Control Systems,Spring,2023,1.97,4
1524,STU0089,EN201,Circuit Analysis,Fall,2024,2.06,3
1525,STU0089,EN101,Engineering Drawing,Fall,2024,2.53,4
1526,STU0089,EN301,Control Systems,Fall,2024,3.26,4
1527,STU0089,EN201,Circuit Analysis,Spring,2024,2.62,3
1528,STU0089,EN301,Control Systems,Spring,2024,2.51,4
1529,STU0089,EN101,Engineering Drawing,Fall,2025,2.63,3
1530,STU0089,EN301,Control Systems,Fall,2025,2.13,3
1531,STU0089,EN201,Circuit Analysis,Fall,2025,2.23,4
1532,STU0089,EN101,Engineering Drawing,Spring,2025,2.34,3
1533,STU0089,EN301,Control Systems,Spring,2025,2.99,4
1534,STU0089,EN201,Circuit Analysis,Spring,2025,3.28,4
1535,STU0090,BU101,Accounting,Fall,2023,2.85,4
1536,STU0090,BU201,Marketing,Fall,2023,2.35,3
1537,STU0090,BU101,Accounting,Spring,2023,1.75,4
1538,STU0090,BU201,Marketing,Spring,2023,2.65,4
1539,STU0090,BU201,Marketing,Fall,2024,1.38,3
1540,STU0090,BU301,Finance,Fall,2024,1.79,4
1541,STU0090,BU401,Management,Fall,2024,2.43,3
1542,STU0090,BU301,Finance,Spring,2024,2.72,4
1543,STU0090,BU201,Marketing,Spring,2024,2.33,4
1544,STU0090,BU101,Accounting,Spring,2024,1.75,4
1545,STU0090,BU401,Management,Spring,2024,1.86,4
1546,STU0090,BU301,Finance,Fall,2025,2.28,3
1547,STU0090,BU101,Accounting,Fall,2025,2.75,3
1548,STU0090,BU401,Management,Fall,2025,1.97,4
1549,STU0090,BU201,Marketing,Fall,2025,2.53,3
1550,STU0090,BU101,Accounting,Spring,2025,2.39,4
1551,STU0090,BU301,Finance,Spring,2025,2.87,4
1552,STU0090,BU401,Management,Spring,2025,2.63,4
1553,STU0090,BU201,Marketing,Spring,2025,1.93,3
1554,STU0091,CS401,Machine Learning,Fall,2023,2.64,4
1555,STU0091,CS301,Databases,Fall,2023,1.15,3
1556,STU0091,CS301,Databases,Spring,2023,2.45,4
1557,STU0091,CS201,Data Structures,Spring,2023,2.43,3
1558,STU0091,CS101,Intro to Programming,Spring,2023,1.51,4
1559,STU0091,CS101,Intro to Programming,Fall,2024,2.59,3
1560,STU0091,CS301,Databases,Fall,2024,1.15,4
1561,STU0091,CS201,Data Structures,Fall,2024,1.32,4
1562,STU0091,CS501,Big Data,Spring,2024,2.2,3
1563,STU0091,CS401,Machine Learning,Spring,2024,1.24,3
1564,STU0091,CS101,Intro to Programming,Spring,2024,2.33,3
1565,STU0091,CS301,Databases,Spring,2024,1.56,3
1566,STU0091,CS301,Databases,Fall,2025,2.73,4
1567,STU0091,CS201,Data Structures,Fall,2025,2.23,4
1568,STU0091,CS501,Big Data,Fall,2025,1.14,4
1569,STU0091,CS101,Intro to Programming,Fall,2025,2.17,3
1570,STU0091,CS401,Machine Learning,Spring,2025,1.33,4
1571,STU0091,CS501,Big Data,Spring,2025,1.93,3
1572,STU0091,CS201,Data Structures,Spring,2025,2.55,3
1573,STU0092,CS301,Databases,Fall,2023,2.69,4
1574,STU0092,CS401,Machine Learning,Fall,2023,1.85,3
1575,STU0092,CS101,Intro to Programming,Spring,2023,2.2,4
1576,STU0092,CS501,Big Data,Spring,2023,3.37,3
1577,STU0092,CS301,Databases,Spring,2023,2.16,4
1578,STU0092,CS101,Intro to Programming,Fall,2024,2.61,3
1579,STU0092,CS501,Big Data,Fall,2024,2.79,4
1580,STU0092,CS401,Machine Learning,Fall,2024,3.18,3
1581,STU0092,CS401,Machine Learning,Spring,2024,3.37,3
1582,STU0092,CS201,Data Structures,Spring,2024,3.15,3
1583,STU0092,CS501,Big Data,Fall,2025,3.06,4
1584,STU0092,CS401,Machine Learning,Fall,2025,2.77,3
1585,STU0092,CS101,Intro to Programming,Spring,2025,2.34,3
1586,STU0092,CS401,Machine Learning,Spring,2025,3.09,3
1587,STU0093,EN101,Engineering Drawing,Fall,2023,2.34,3
1588,STU0093,EN201,Circuit Analysis,Fall,2023,3.12,4
1589,STU0093,EN301,Control Systems,Fall,2023,3.59,4
1590,STU0093,EN301,Control Systems,Spring,2023,2.6,3
1591,STU0093,EN201,Circuit Analysis,Spring,2023,2.96,4
1592,STU0093,EN301,Control Systems,Fall,2024,3.27,3
1593,STU0093,EN101,Engineering Drawing,Fall,2024,2.96,4
1594,STU0093,EN201,Circuit Analysis,Fall,2024,3.17,3
1595,STU0093,EN101,Engineering Drawing,Spring,2024,3.18,3
1596,STU0093,EN301,Control Systems,Spring,2024,3.68,3
1597,STU0093,EN301,Control Systems,Fall,2025,2.9,4
1598,STU0093,EN201,Circuit Analysis,Fall,2025,2.53,3
1599,STU0093,EN101,Engineering Drawing,Fall,2025,3.51,3
1600,STU0093,EN201,Circuit Analysis,Spring,2025,3.05,4
1601,STU0093,EN301,Control Systems,Spring,2025,2.73,3
1602,STU0094,EN201,Circuit Analysis,Fall,2023,3.53,4
1603,STU0094,EN301,Control Systems,Fall,2023,3.15,3
1604,STU0094,EN301,Control Systems,Spring,2023,2.94,3
1605,STU0094,EN101,Engineering Drawing,Spring,2023,3.24,3
1606,STU0094,EN201,Circuit Analysis,Spring,2023,4.0,3
1607,STU0094,EN201,Circuit Analysis,Fall,2024,3.63,4
1608,STU0094,EN101,Engineering Drawing,Fall,2024,3.52,4
1609,STU0094,EN301,Control Systems,Spring,2024,3.23,3
1610,STU0094,EN201,Circuit Analysis,Spring,2024,2.73,3
1611,STU0094,EN101,Engineering Drawing,Spring,2024,3.35,3
1612,STU0094,EN101,Engineering Drawing,Fall,2025,3.56,3
1613,STU0094,EN301,Control Systems,Fall,2025,3.33,4
1614,STU0094,EN201,Circuit Analysis,Fall,2025,3.85,4
1615,STU0094,EN201,Circuit Analysis,Spring,2025,3.88,3
1616,STU0094,EN101,Engineering Drawing,Spring,2025,3.14,3
1617,STU0095,BU101,Accounting,Fall,2023,3.03,4
1618,STU0095,BU301,Finance,Fall,2023,3.11,4
1619,STU0095,BU401,Management,Fall,2023,2.87,3
1620,STU0095,BU201,Marketing,Spring,2023,3.08,4
1621,STU0095,BU401,Management,Spring,2023,3.95,4
1622,STU0095,BU201,Marketing,Fall,2024,3.08,4
1623,STU0095,BU101,Accounting,Fall,2024,4.0,3
1624,STU0095,BU301,Finance,Fall,2024,4.0,3
1625,STU0095,BU401,Management,Fall,2024,3.41,3
1626,STU0095,BU201,Marketing,Spring,2024,3.18,4
1627,STU0095,BU401,Management,Spring,2024,3.86,4
1628,STU0095,BU301,Finance,Spring,2024,4.0,3
1629,STU0095,BU201,Marketing,Fall,2025,4.0,3
1630,STU0095,BU101,Accounting,Fall,2025,3.65,4
1631,STU0095,BU401,Management,Spring,2025,4.0,3
1632,STU0095,BU301,Finance,Spring,2025,4.0,4
1633,STU0095,BU101,Accounting,Spring,2025,4.0,4
1634,STU0096,EN101,Engineering Drawing,Fall,2023,2.7,4
1635,STU0096,EN201,Circuit Analysis,Fall,2023,1.63,3
1636,STU0096,EN301,Control Systems,Spring,2023,2.11,4
1637,STU0096,EN101,Engineering Drawing,Spring,2023,2.1,4
1638,STU0096,EN201,Circuit Analysis,Spring,2023,1.59,4
1639,STU0096,EN301,Control Systems,Fall,2024,2.06,4
1640,STU0096,EN201,Circuit Analysis,Fall,2024,2.32,3
1641,STU0096,EN101,Engineering Drawing,Fall,2024,1.63,3
1642,STU0096,EN101,Engineering Drawing,Spring,2024,1.79,4
1643,STU0096,EN201,Circuit Analysis,Spring,2024,2.21,4
1644,STU0096,EN301,Control Systems,Spring,2024,1.71,3
1645,STU0096,EN101,Engineering Drawing,Fall,2025,2.01,4
1646,STU0096,EN201,Circuit Analysis,Fall,2025,1.67,3
1647,STU0096,EN301,Control Systems,Spring,2025,2.02,4
1648,STU0096,EN201,Circuit Analysis,Spring,2025,1.95,4
1649,STU0096,EN101,Engineering Drawing,Spring,2025,1.81,4
1650,STU0097,CS201,Data Structures,Fall,2023,1.75,3
1651,STU0097,CS401,Machine Learning,Fall,2023,1.95,3
1652,STU0097,CS501,Big Data,Spring,2023,2.86,3
1653,STU0097,CS101,Intro to Programming,Spring,2023,1.57,4
1654,STU0097,CS201,Data Structures,Spring,2023,1.44,3
1655,STU0097,CS201,Data Structures,Fall,2024,1.86,4
1656,STU0097,CS301,Databases,Fall,2024,1.69,3
1657,STU0097,CS501,Big Data,Fall,2024,2.98,4
1658,STU0097,CS301,Databases,Spring,2024,2.7,4
1659,STU0097,CS501,Big Data,Spring,2024,2.89,3
1660,STU0097,CS501,Big Data,Fall,2025,1.74,3
1661,STU0097,CS201,Data Structures,Fall,2025,2.14,4
1662,STU0097,CS401,Machine Learning,Fall,2025,2.54,4
1663,STU0097,CS101,Intro to Programming,Spring,2025,2.07,4
1664,STU0097,CS301,Databases,Spring,2025,1.72,4
1665,STU0097,CS501,Big Data,Spring,2025,2.74,3
1666,STU0098,EN101,Engineering Drawing,Fall,2023,2.59,3
1667,STU0098,EN301,Control Systems,Fall,2023,1.88,4
1668,STU0098,EN201,Circuit Analysis,Fall,2023,1.62,4
1669,STU0098,EN301,Control Systems,Spring,2023,1.6,3
1670,STU0098,EN201,Circuit Analysis,Spring,2023,1.99,3
1671,STU0098,EN101,Engineering Drawing,Spring,2023,2.56,3
1672,STU0098,EN301,Control Systems,Fall,2024,1.41,4
1673,STU0098,EN201,Circuit Analysis,Fall,2024,1.18,4
1674,STU0098,EN101,Engineering Drawing,Fall,2024,1.38,3
1675,STU0098,EN301,Control Systems,Spring,2024,1.23,3
1676,STU0098,EN201,Circuit Analysis,Spring,2024,2.16,3
1677,STU0098,EN101,Engineering Drawing,Spring,2024,1.13,4
1678,STU0098,EN101,Engineering Drawing,Fall,2025,1.19,4
1679,STU0098,EN301,Control Systems,Fall,2025,1.53,3
1680,STU0098,EN301,Control Systems,Spring,2025,1.17,3
1681,STU0098,EN101,Engineering Drawing,Spring,2025,1.35,4
1682,STU0098,EN201,Circuit Analysis,Spring,2025,1.71,3
1683,STU0099,MT401,Discrete Math,Fall,2023,2.91,4
1684,STU0099,MT201,Linear Algebra,Fall,2023,3.25,3
1685,STU0099,MT201,Linear Algebra,Spring,2023,2.41,4
1686,STU0099,MT401,Discrete Math,Spring,2023,1.97,4
1687,STU0099,MT201,Linear Algebra,Fall,2024,2.04,3
1688,STU0099,MT301,Statistics,Fall,2024,2.43,4
1689,STU0099,MT401,Discrete Math,Fall,2024,2.69,3
1690,STU0099,MT101,Calculus I,Fall,2024,2.56,4
1691,STU0099,MT401,Discrete Math,Spring,2024,2.9,4
1692,STU0099,MT301,Statistics,Spring,2024,2.75,4
1693,STU0099,MT101,Calculus I,Spring,2024,2.27,4
1694,STU0099,MT201,Linear Algebra,Fall,2025,2.01,4
1695,STU0099,MT401,Discrete Math,Fall,2025,2.45,3
1696,STU0099,MT101,Calculus I,Fall,2025,2.84,3
1697,STU0099,MT101,Calculus I,Spring,2025,2.16,4
1698,STU0099,MT401,Discrete Math,Spring,2025,2.79,3
1699,STU0099,MT301,Statistics,Spring,2025,2.84,3
1700,STU0100,BU401,Management,Fall,2023,4.0,3
1701,STU0100,BU301,Finance,Fall,2023,3.99,4
1702,STU0100,BU101,Accounting,Fall,2023,3.44,3
1703,STU0100,BU201,Marketing,Spring,2023,3.52,3
1704,STU0100,BU301,Finance,Spring,2023,3.8,4
1705,STU0100,BU101,Accounting,Spring,2023,3.39,4
1706,STU0100,BU401,Management,Fall,2024,2.8,3
1707,STU0100,BU101,Accounting,Fall,2024,3.91,3
1708,STU0100,BU401,Management,Spring,2024,2.89,3
1709,STU0100,BU201,Marketing,Spring,2024,3.92,4
1710,STU0100,BU301,Finance,Spring,2024,3.0,4
1711,STU0100,BU201,Marketing,Fall,2025,3.75,3
1712,STU0100,BU101,Accounting,Fall,2025,3.25,4
1713,STU0100,BU101,Accounting,Spring,2025,4.0,4
1714,STU0100,BU301,Finance,Spring,2025,3.03,4
1715,STU0101,EN101,Engineering Drawing,Fall,2023,3.08,3
1716,STU0101,EN301,Control Systems,Fall,2023,2.36,3
1717,STU0101,EN301,Control Systems,Spring,2023,2.75,4
1718,STU0101,EN101,Engineering Drawing,Spring,2023,1.73,3
1719,STU0101,EN201,Circuit Analysis,Spring,2023,1.73,4
1720,STU0101,EN101,Engineering Drawing,Fall,2024,3.1,3
1721,STU0101,EN201,Circuit Analysis,Fall,2024,1.8,4
1722,STU0101,EN101,Engineering Drawing,Spring,2024,2.96,3
1723,STU0101,EN201,Circuit Analysis,Spring,2024,2.0,3
1724,STU0101,EN101,Engineering Drawing,Fall,2025,2.32,3
