student_id,course_id,date,status
STU0090,BU101,2025-03-24,present
STU0090,BU101,2025-03-26,present
STU0090,BU401,2025-03-28,present
STU0090,BU201,2025-04-01,absent
STU0090,BU101,2025-04-03,absent
STU0090,BU201,2025-04-07,present
STU0090,BU301,2025-04-09,present
STU0090,BU201,2025-04-11,present
STU0090,BU301,2025-04-15,present
STU0090,BU401,2025-04-17,present
STU0090,BU101,2025-04-21,present
STU0090,BU301,2025-04-23,present
STU0090,BU101,2025-04-25,present
STU0090,BU401,2025-04-29,present
STU0091,CS101,2025-01-01,present
STU0091,CS401,2025-01-03,present
STU0091,CS401,2025-01-07,present
STU0091,CS301,2025-01-09,absent
STU0091,CS101,2025-01-13,present
STU0091,CS501,2025-01-15,present
STU0091,CS501,2025-01-17,present
STU0091,CS301,2025-01-21,absent
STU0091,CS501,2025-01-23,present
STU0091,CS301,2025-01-27,present
STU0091,CS501,2025-01-29,present
STU0091,CS501,2025-01-31,absent
STU0091,CS501,2025-02-04,late
STU0091,CS401,2025-02-06,present
STU0091,CS201,2025-02-10,absent
STU0091,CS301,2025-02-12,late
STU0091,CS401,2025-02-14,late
STU0091,CS401,2025-02-18,present
STU0091,CS501,2025-02-20,present
STU0091,CS401,2025-02-24,present
STU0091,CS401,2025-02-26,absent
STU0091,CS201,2025-02-28,present
STU0091,CS101,2025-03-04,present
STU0091,CS201,2025-03-06,present
STU0091,CS501,2025-03-10,absent
STU0091,CS101,2025-03-12,absent
STU0091,CS301,2025-03-14,present
STU0091,CS501,2025-03-18,absent
STU0091,CS301,2025-03-20,present
STU0091,CS101,2025-03-24,absent
STU0091,CS501,2025-03-26,present
STU0091,CS301,2025-03-28,present
STU0091,CS501,2025-04-01,late
STU0091,CS301,2025-04-03,present
STU0091,CS301,2025-04-07,absent
STU0091,CS301,2025-04-09,present
STU0091,CS201,2025-04-11,present
STU0091,CS201,2025-04-15,present
STU0091,CS301,2025-04-17,present
STU0091,CS501,2025-04-21,present
STU0091,CS301,2025-04-23,present
STU0091,CS301,2025-04-25,present
STU0091,CS101,2025-04-29,present
STU0092,CS201,2025-01-01,late
STU0092,CS201,2025-01-03,late
STU0092,CS101,2025-01-07,present
STU0092,CS301,2025-01-09,present
STU0092,CS501,2025-01-13,present
STU0092,CS101,2025-01-15,present
STU0092,CS301,2025-01-17,absent
STU0092,CS301,2025-01-21,late
STU0092,CS101,2025-01-23,present
STU0092,CS501,2025-01-27,absent
STU0092,CS401,2025-01-29,present
STU0092,CS201,2025-01-31,late
STU0092,CS301,2025-02-04,present
STU0092,CS101,2025-02-06,present
STU0092,CS101,2025-02-10,present
STU0092,CS101,2025-02-12,present
STU0092,CS501,2025-02-14,present
STU0092,CS401,2025-02-18,late
STU0092,CS401,2025-02-20,present
STU0092,CS301,2025-02-24,present
STU0092,CS301,2025-02-26,present
STU0092,CS101,2025-02-28,present
STU0092,CS201,2025-03-04,present
STU0092,CS401,2025-03-06,present
STU0092,CS201,2025-03-10,present
STU0092,CS401,2025-03-12,present
STU0092,CS301,2025-03-14,present
STU0092,CS501,2025-03-18,present
STU0092,CS101,2025-03-20,absent
STU0092,CS301,2025-03-24,present
STU0092,CS101,2025-03-26,present
STU0092,CS301,2025-03-28,present
STU0092,CS101,2025-04-01,present
STU0092,CS401,2025-04-03,present
STU0092,CS201,2025-04-07,present
STU0092,CS401,2025-04-09,present
STU0092,CS201,2025-04-11,present
STU0092,CS201,2025-04-15,present
STU0092,CS201,2025-04-17,absent
STU0092,CS301,2025-04-21,late
STU0092,CS201,2025-04-23,present
STU0092,CS401,2025-04-25,present
STU0092,CS401,2025-04-29,absent
STU0093,EN301,2025-01-01,absent
STU0093,EN201,2025-01-03,present
STU0093,EN101,2025-01-07,present
STU0093,EN301,2025-01-09,present
STU0093,EN101,2025-01-13,present
STU0093,EN301,2025-01-15,present
STU0093,EN101,2025-01-17,present
STU0093,EN101,2025-01-21,present
STU0093,EN301,2025-01-23,present
STU0093,EN301,2025-01-27,present
STU0093,EN101,2025-01-29,present
STU0093,EN101,2025-01-31,present
STU0093,EN301,2025-02-04,present
STU0093,EN101,2025-02-06,present
STU0093,EN201,2025-02-10,late
STU0093,EN101,2025-02-12,present
STU0093,EN301,2025-02-14,present
STU0093,EN301,2025-02-18,present
STU0093,EN301,2025-02-20,present
STU0093,EN301,2025-02-24,absent
STU0093,EN301,2025-02-26,present
STU0093,EN101,2025-02-28,present
STU0093,EN201,2025-03-04,present
STU0093,EN201,2025-03-06,present
STU0093,EN301,2025-03-10,absent
STU0093,EN201,2025-03-12,absent
STU0093,EN301,2025-03-14,present
STU0093,EN301,2025-03-18,present
STU0093,EN301,2025-03-20,absent
STU0093,EN201,2025-03-24,absent
STU0093,EN101,2025-03-26,present
STU0093,EN101,2025-03-28,present
STU0093,EN101,2025-04-01,present
STU0093,EN101,2025-04-03,absent
STU0093,EN201,2025-04-07,present
STU0093,EN301,2025-04-09,present
STU0093,EN201,2025-04-11,present
STU0093,EN301,2025-04-15,present
STU0093,EN201,2025-04-17,present
STU0093,EN101,2025-04-21,present
STU0093,EN201,2025-04-23,present
STU0093,EN101,2025-04-25,present
STU0093,EN101,2025-04-29,present
STU0094,EN101,2025-01-01,present
STU0094,EN201,2025-01-03,present
STU0094,EN301,2025-01-07,present
STU0094,EN101,2025-01-09,present
STU0094,EN101,2025-01-13,present
STU0094,EN101,2025-01-15,present
STU0094,EN101,2025-01-17,present
STU0094,EN301,2025-01-21,present
STU0094,EN301,2025-01-23,present
STU0094,EN201,2025-01-27,present
STU0094,EN101,2025-01-29,present
STU0094,EN101,2025-01-31,present
STU0094,EN101,2025-02-04,present
STU0094,EN201,2025-02-06,present
STU0094,EN301,2025-02-10,present
STU0094,EN201,2025-02-12,present
STU0094,EN301,2025-02-14,present
STU0094,EN201,2025-02-18,absent
STU0094,EN301,2025-02-20,absent
STU0094,EN101,2025-02-24,present
STU0094,EN101,2025-02-26,present
STU0094,EN101,2025-02-28,present
STU0094,EN301,2025-03-04,present
STU0094,EN101,2025-03-06,present
STU0094,EN301,2025-03-10,present
STU0094,EN101,2025-03-12,present
STU0094,EN101,2025-03-14,present
STU0094,EN301,2025-03-18,present
STU0094,EN201,2025-03-20,present
STU0094,EN201,2025-03-24,present
STU0094,EN301,2025-03-26,present
STU0094,EN201,2025-03-28,present
STU0094,EN301,2025-04-01,present
STU0094,EN101,2025-04-03,present
STU0094,EN301,2025-04-07,late
STU0094,EN101,2025-04-09,present
STU0094,EN101,2025-04-11,late
STU0094,EN101,2025-04-15,late
STU0094,EN101,2025-04-17,present
STU0094,EN301,2025-04-21,present
STU0094,EN101,2025-04-23,present
STU0094,EN201,2025-04-25,absent
STU0094,EN101,2025-04-29,present
STU0095,BU301,2025-01-01,present
STU0095,BU101,2025-01-03,present
STU0095,BU101,2025-01-07,present
STU0095,BU401,2025-01-09,present
STU0095,BU101,2025-01-13,present
STU0095,BU201,2025-01-15,present
STU0095,BU301,2025-01-17,present
STU0095,BU401,2025-01-21,present
STU0095,BU101,2025-01-23,absent
STU0095,BU401,2025-01-27,present
STU0095,BU401,2025-01-29,present
STU0095,BU401,2025-01-31,present
STU0095,BU201,2025-02-04,present
STU0095,BU201,2025-02-06,present
STU0095,BU101,2025-02-10,present
STU0095,BU301,2025-02-12,present
STU0095,BU401,2025-02-14,absent
STU0095,BU101,2025-02-18,late
STU0095,BU201,2025-02-20,present
STU0095,BU201,2025-02-24,present
STU0095,BU101,2025-02-26,present
STU0095,BU301,2025-02-28,present
STU0095,BU201,2025-03-04,absent
STU0095,BU301,2025-03-06,present
STU0095,BU401,2025-03-10,present
STU0095,BU301,2025-03-12,late
STU0095,BU201,2025-03-14,present
STU0095,BU201,2025-03-18,present
STU0095,BU301,2025-03-20,present
STU0095,BU301,2025-03-24,present
STU0095,BU201,2025-03-26,present
STU0095,BU101,2025-03-28,present
STU0095,BU101,2025-04-01,present
STU0095,BU401,2025-04-03,present
STU0095,BU301,2025-04-07,present
STU0095,BU101,2025-04-09,present
STU0095,BU101,2025-04-11,present
STU0095,BU101,2025-04-15,present
STU0095,BU301,2025-04-17,present
STU0095,BU401,2025-04-21,present
STU0095,BU101,2025-04-23,present
STU0095,BU101,2025-04-25,present
STU0095,BU101,2025-04-29,present
STU0096,EN301,2025-01-01,present
STU0096,EN201,2025-01-03,present
STU0096,EN101,2025-01-07,present
STU0096,EN101,2025-01-09,absent
STU0096,EN101,2025-01-13,present
STU0096,EN101,2025-01-15,absent
STU0096,EN201,2025-01-17,present
STU0096,EN201,2025-01-21,present
STU0096,EN201,2025-01-23,late
STU0096,EN301,2025-01-27,present
STU0096,EN201,2025-01-29,present
STU0096,EN301,2025-01-31,present
STU0096,EN201,2025-02-04,present
STU0096,EN101,2025-02-06,present
STU0096,EN101,2025-02-10,present
STU0096,EN301,2025-02-12,present
STU0096,EN201,2025-02-14,present
STU0096,EN101,2025-02-18,present
STU0096,EN301,2025-02-20,present
STU0096,EN301,2025-02-24,present
STU0096,EN101,2025-02-26,present
STU0096,EN301,2025-02-28,late
STU0096,EN101,2025-03-04,present
STU0096,EN301,2025-03-06,absent
STU0096,EN201,2025-03-10,present
STU0096,EN201,2025-03-12,present
STU0096,EN301,2025-03-14,present
STU0096,EN201,2025-03-18,present
STU0096,EN101,2025-03-20,present
STU0096,EN301,2025-03-24,present
STU0096,EN101,2025-03-26,present
STU0096,EN201,2025-03-28,late
STU0096,EN201,2025-04-01,present
STU0096,EN101,2025-04-03,present
STU0096,EN301,2025-04-07,absent
STU0096,EN301,2025-04-09,present
STU0096,EN301,2025-04-11,present
STU0096,EN301,2025-04-15,present
STU0096,EN301,2025-04-17,absent
STU0096,EN301,2025-04-21,absent
STU0096,EN201,2025-04-23,present
STU0096,EN301,2025-04-25,present
STU0096,EN301,2025-04-29,late
STU0097,CS401,2025-01-01,present
STU0097,CS401,2025-01-03,present
STU0097,CS401,2025-01-07,present
STU0097,CS401,2025-01-09,present
STU0097,CS401,2025-01-13,present
STU0097,CS301,2025-01-15,present
STU0097,CS101,2025-01-17,present
STU0097,CS201,2025-01-21,present
STU0097,CS501,2025-01-23,absent
STU0097,CS401,2025-01-27,present
STU0097,CS401,2025-01-29,present
STU0097,CS101,2025-01-31,present
STU0097,CS201,2025-02-04,present
STU0097,CS201,2025-02-06,present
STU0097,CS501,2025-02-10,present
STU0097,CS501,2025-02-12,absent
STU0097,CS101,2025-02-14,late
STU0097,CS501,2025-02-18,present
STU0097,CS501,2025-02-20,present
STU0097,CS201,2025-02-24,present
STU0097,CS501,2025-02-26,absent
STU0097,CS401,2025-02-28,absent
STU0097,CS201,2025-03-04,present
STU0097,CS101,2025-03-06,present
STU0097,CS301,2025-03-10,present
STU0097,CS501,2025-03-12,present
STU0097,CS401,2025-03-14,present
STU0097,CS201,2025-03-18,present
STU0097,CS101,2025-03-20,present
STU0097,CS301,2025-03-24,absent
STU0097,CS301,2025-03-26,late
STU0097,CS101,2025-03-28,present
STU0097,CS501,2025-04-01,present
STU0097,CS301,2025-04-03,present
STU0097,CS301,2025-04-07,present
STU0097,CS301,2025-04-09,present
STU0097,CS501,2025-04-11,present
STU0097,CS401,2025-04-15,present
STU0097,CS501,2025-04-17,present
STU0097,CS101,2025-04-21,present
STU0097,CS401,2025-04-23,present
STU0097,CS201,2025-04-25,present
STU0097,CS301,2025-04-29,present
STU0098,EN101,2025-01-01,late
STU0098,EN301,2025-01-03,present
STU0098,EN301,2025-01-07,present
STU0098,EN301,2025-01-09,absent
STU0098,EN101,2025-01-13,late
STU0098,EN201,2025-01-15,present
STU0098,EN301,2025-01-17,absent
STU0098,EN301,2025-01-21,present
STU0098,EN201,2025-01-23,present
STU0098,EN201,2025-01-27,present
STU0098,EN301,2025-01-29,present
STU0098,EN301,2025-01-31,present
STU0098,EN101,2025-02-04,present
STU0098,EN101,2025-02-06,present
STU0098,EN301,2025-02-10,present
STU0098,EN301,2025-02-12,present
STU0098,EN101,2025-02-14,present
STU0098,EN201,2025-02-18,absent
STU0098,EN201,2025-02-20,absent
STU0098,EN201,2025-02-24,absent
STU0098,EN301,2025-02-26,absent
STU0098,EN201,2025-02-28,present
STU0098,EN301,2025-03-04,absent
STU0098,EN101,2025-03-06,present
STU0098,EN301,2025-03-10,present
STU0098,EN101,2025-03-12,present
STU0098,EN301,2025-03-14,present
STU0098,EN301,2025-03-18,present
STU0098,EN201,2025-03-20,present
STU0098,EN101,2025-03-24,absent
STU0098,EN301,2025-03-26,present
STU0098,EN201,2025-03-28,present
STU0098,EN301,2025-04-01,late
STU0098,EN101,2025-04-03,present
STU0098,EN101,2025-04-07,present
STU0098,EN201,2025-04-09,present
STU0098,EN201,2025-04-11,present
STU0098,EN201,2025-04-15,present
STU0098,EN301,2025-04-17,present
STU0098,EN101,2025-04-21,present
STU0098,EN101,2025-04-23,present
STU0098,EN301,2025-04-25,present
STU0098,EN101,2025-04-29,present
STU0099,MT401,2025-01-01,present
STU0099,MT101,2025-01-03,absent
STU0099,MT301,2025-01-07,present
STU0099,MT301,2025-01-09,present
STU0099,MT101,2025-01-13,present
STU0099,MT401,2025-01-15,present
STU0099,MT201,2025-01-17,present
STU0099,MT301,2025-01-21,present
STU0099,MT401,2025-01-23,absent
STU0099,MT401,2025-01-27,absent
STU0099,MT101,2025-01-29,present
STU0099,MT201,2025-01-31,present
STU0099,MT101,2025-02-04,present
STU0099,MT401,2025-02-06,present
STU0099,MT101,2025-02-10,present
STU0099,MT301,2025-02-12,present
STU0099,MT201,2025-02-14,present
STU0099,MT401,2025-02-18,present
STU0099,MT301,2025-02-20,present
STU0099,MT201,2025-02-24,absent
STU0099,MT101,2025-02-26,present
STU0099,MT301,2025-02-28,present
STU0099,MT301,2025-03-04,present
STU0099,MT301,2025-03-06,absent
STU0099,MT301,2025-03-10,present
STU0099,MT201,2025-03-12,present
STU0099,MT301,2025-03-14,present
STU0099,MT301,2025-03-18,present
STU0099,MT301,2025-03-20,absent
STU0099,MT101,2025-03-24,present
STU0099,MT401,2025-03-26,present
STU0099,MT401,2025-03-28,late
STU0099,MT401,2025-04-01,present
STU0099,MT401,2025-04-03,present
STU0099,MT201,2025-04-07,present
STU0099,MT201,2025-04-09,late
STU0099,MT101,2025-04-11,present
STU0099,MT101,2025-04-15,present
STU0099,MT101,2025-04-17,present
STU0099,MT401,2025-04-21,present
STU0099,MT201,2025-04-23,present
STU0099,MT101,2025-04-25,present
STU0099,MT301,2025-04-29,late
STU0100,BU101,2025-01-01,present
STU0100,BU301,2025-01-03,present
STU0100,BU401,2025-01-07,present
STU0100,BU101,2025-01-09,present
STU0100,BU101,2025-01-13,absent
STU0100,BU201,2025-01-15,present
STU0100,BU301,2025-01-17,present
STU0100,BU401,2025-01-21,present
STU0100,BU101,2025-01-23,present
STU0100,BU401,2025-01-27,present
STU0100,BU301,2025-01-29,present
STU0100,BU401,2025-01-31,present
STU0100,BU101,2025-02-04,absent
STU0100,BU301,2025-02-06,present
STU0100,BU101,2025-02-10,absent
STU0100,BU101,2025-02-12,present
STU0100,BU301,2025-02-14,present
STU0100,BU401,2025-02-18,present
STU0100,BU401,2025-02-20,present
STU0100,BU401,2025-02-24,present
STU0100,BU101,2025-02-26,present
STU0100,BU401,2025-02-28,present
STU0100,BU301,2025-03-04,present
STU0100,BU301,2025-03-06,present
STU0100,BU201,2025-03-10,present
STU0100,BU401,2025-03-12,present
STU0100,BU201,2025-03-14,present
STU0100,BU301,2025-03-18,present
STU0100,BU301,2025-03-20,present
STU0100,BU401,2025-03-24,absent
STU0100,BU101,2025-03-26,present
STU0100,BU301,2025-03-28,present
STU0100,BU401,2025-04-01,present
STU0100,BU401,2025-04-03,present
STU0100,BU101,2025-04-07,present
STU0100,BU101,2025-04-09,present
STU0100,BU101,2025-04-11,absent
STU0100,BU101,2025-04-15,present
STU0100,BU401,2025-04-17,present
STU0100,BU401,2025-04-21,present
STU0100,BU101,2025-04-23,present
STU0100,BU201,2025-04-25,present
STU0100,BU201,2025-04-29,present
STU0101,EN101,2025-01-01,present
STU0101,EN201,2025-01-03,late
STU0101,EN201,2025-01-07,absent
STU0101,EN101,2025-01-09,present
STU0101,EN301,2025-01-13,absent
STU0101,EN201,2025-01-15,present
STU0101,EN301,2025-01-17,present
STU0101,EN201,2025-01-21,present
STU0101,EN101,2025-01-23,absent
STU0101,EN101,2025-01-27,absent
STU0101,EN201,2025-01-29,present
STU0101,EN101,2025-01-31,late
STU0101,EN101,2025-02-04,present
STU0101,EN201,2025-02-06,absent
STU0101,EN201,2025-02-10,late
STU0101,EN301,2025-02-12,present
STU0101,EN201,2025-02-14,present
STU0101,EN301,2025-02-18,present
STU0101,EN301,2025-02-20,present
STU0101,EN301,2025-02-24,present
STU0101,EN201,2025-02-26,present
STU0101,EN301,2025-02-28,late
STU0101,EN201,2025-03-04,present
STU0101,EN301,2025-03-06,present
STU0101,EN301,2025-03-10,absent
STU0101,EN101,2025-03-12,late
STU0101,EN101,2025-03-14,present
STU0101,EN301,2025-03-18,late
STU0101,EN101,2025-03-20,present
STU0101,EN201,2025-03-24,absent
STU0101,EN101,2025-03-26,present
STU0101,EN301,2025-03-28,present
STU0101,EN101,2025-04-01,present
STU0101,EN201,2025-04-03,present
STU0101,EN201,2025-04-07,present
STU0101,EN301,2025-04-09,present
STU0101,EN301,2025-04-11,present
STU0101,EN301,2025-04-15,absent
STU0101,EN301,2025-04-17,present
STU0101,EN301,2025-04-21,present
STU0101,EN301,2025-04-23,present
STU0101,EN101,2025-04-25,present
STU0101,EN201,2025-04-29,absent
STU0102,PH201,2025-01-01,present
STU0102,PH301,2025-01-03,present
STU0102,PH101,2025-01-07,present
STU0102,PH201,2025-01-09,present
STU0102,PH201,2025-01-13,present
STU0102,PH101,2025-01-15,present
STU0102,PH201,2025-01-17,present
STU0102,PH301,2025-01-21,present
STU0102,PH101,2025-01-23,present
STU0102,PH101,2025-01-27,present
STU0102,PH301,2025-01-29,absent
STU0102,PH101,2025-01-31,present
STU0102,PH101,2025-02-04,present
STU0102,PH101,2025-02-06,present
STU0102,PH301,2025-02-10,present
STU0102,PH201,2025-02-12,present
STU0102,PH201,2025-02-14,present
STU0102,PH101,2025-02-18,present
STU0102,PH101,2025-02-20,present
STU0102,PH101,2025-02-24,present
STU0102,PH101,2025-02-26,present
STU0102,PH201,2025-02-28,present
STU0102,PH201,2025-03-04,present
STU0102,PH301,2025-03-06,present
STU0102,PH201,2025-03-10,present
STU0102,PH201,2025-03-12,present
STU0102,PH101,2025-03-14,present
STU0102,PH301,2025-03-18,present
STU0102,PH101,2025-03-20,present
STU0102,PH101,2025-03-24,present
STU0102,PH201,2025-03-26,present
STU0102,PH201,2025-03-28,present
STU0102,PH301,2025-04-01,present
STU0102,PH101,2025-04-03,present
STU0102,PH201,2025-04-07,present
STU0102,PH101,2025-04-09,present
STU0102,PH101,2025-04-11,present
STU0102,PH101,2025-04-15,present
STU0102,PH201,2025-04-17,present
STU0102,PH101,2025-04-21,present
STU0102,PH201,2025-04-23,present
STU0102,PH201,2025-04-25,absent
STU0102,PH101,2025-04-29,present
STU0103,EN301,2025-01-01,late
STU0103,EN101,2025-01-03,present
STU0103,EN201,2025-01-07,present
STU0103,EN201,2025-01-09,present
STU0103,EN301,2025-01-13,present
STU0103,EN201,2025-01-15,present
STU0103,EN201,2025-01-17,present
STU0103,EN101,2025-01-21,present
STU0103,EN301,2025-01-23,late
STU0103,EN201,2025-01-27,absent
STU0103,EN101,2025-01-29,present
STU0103,EN201,2025-01-31,present
STU0103,EN101,2025-02-04,present
STU0103,EN201,2025-02-06,present
STU0103,EN101,2025-02-10,present
STU0103,EN301,2025-02-12,present
STU0103,EN301,2025-02-14,present
STU0103,EN101,2025-02-18,present
STU0103,EN101,2025-02-20,late
STU0103,EN101,2025-02-24,present
STU0103,EN101,2025-02-26,late
STU0103,EN201,2025-02-28,present
STU0103,EN201,2025-03-04,present
STU0103,EN101,2025-03-06,present
STU0103,EN301,2025-03-10,present
STU0103,EN101,2025-03-12,present
STU0103,EN101,2025-03-14,present
STU0103,EN301,2025-03-18,present
STU0103,EN101,2025-03-20,present
STU0103,EN301,2025-03-24,present
STU0103,EN101,2025-03-26,present
STU0103,EN101,2025-03-28,present
STU0103,EN201,2025-04-01,present
STU0103,EN101,2025-04-03,present
STU0103,EN201,2025-04-07,present
STU0103,EN101,2025-04-09,late
STU0103,EN101,2025-04-11,present
STU0103,EN301,2025-04-15,absent
STU0103,EN201,2025-04-17,present
STU0103,EN301,2025-04-21,present
STU0103,EN301,2025-04-23,present
STU0103,EN101,2025-04-25,present
STU0103,EN101,2025-04-29,present
STU0104,BU101,2025-01-01,absent
STU0104,BU301,2025-01-03,present
STU0104,BU201,2025-01-07,present
STU0104,BU201,2025-01-09,present
STU0104,BU101,2025-01-13,late
STU0104,BU301,2025-01-15,present
STU0104,BU301,2025-01-17,present
STU0104,BU201,2025-01-21,present
STU0104,BU401,2025-01-23,absent
STU0104,BU401,2025-01-27,late
STU0104,BU201,2025-01-29,present
STU0104,BU301,2025-01-31,absent
STU0104,BU201,2025-02-04,absent
STU0104,BU301,2025-02-06,present
STU0104,BU201,2025-02-10,present
STU0104,BU301,2025-02-12,present
STU0104,BU401,2025-02-14,late
STU0104,BU101,2025-02-18,present
STU0104,BU101,2025-02-20,absent
STU0104,BU401,2025-02-24,present
STU0104,BU101,2025-02-26,present
STU0104,BU301,2025-02-28,present
STU0104,BU301,2025-03-04,present
STU0104,BU301,2025-03-06,absent
STU0104,BU201,2025-03-10,absent
STU0104,BU401,2025-03-12,absent
STU0104,BU101,2025-03-14,present
STU0104,BU301,2025-03-18,present
STU0104,BU301,2025-03-20,present
STU0104,BU301,2025-03-24,present
STU0104,BU201,2025-03-26,present
STU0104,BU401,2025-03-28,present
STU0104,BU301,2025-04-01,present
STU0104,BU201,2025-04-03,late
STU0104,BU401,2025-04-07,present
STU0104,BU201,2025-04-09,present
STU0104,BU301,2025-04-11,present
STU0104,BU101,2025-04-15,present
STU0104,BU101,2025-04-17,present
STU0104,BU301,2025-04-21,late
STU0104,BU301,2025-04-23,absent
STU0104,BU101,2025-04-25,absent
STU0104,BU201,2025-04-29,late
STU0105,MT201,2025-01-01,present
STU0105,MT201,2025-01-03,present
STU0105,MT201,2025-01-07,present
STU0105,MT301,2025-01-09,present
STU0105,MT301,2025-01-13,present
STU0105,MT201,2025-01-15,present
STU0105,MT301,2025-01-17,present
STU0105,MT101,2025-01-21,present
STU0105,MT201,2025-01-23,present
STU0105,MT301,2025-01-27,present
STU0105,MT201,2025-01-29,present
STU0105,MT101,2025-01-31,present
STU0105,MT301,2025-02-04,present
STU0105,MT101,2025-02-06,present
STU0105,MT401,2025-02-10,present
STU0105,MT301,2025-02-12,present
STU0105,MT101,2025-02-14,present
STU0105,MT401,2025-02-18,present
STU0105,MT101,2025-02-20,present
STU0105,MT401,2025-02-24,present
STU0105,MT201,2025-02-26,present
STU0105,MT301,2025-02-28,present
STU0105,MT301,2025-03-04,present
STU0105,MT301,2025-03-06,present
STU0105,MT201,2025-03-10,present
STU0105,MT301,2025-03-12,present
STU0105,MT201,2025-03-14,present
STU0105,MT301,2025-03-18,present
STU0105,MT401,2025-03-20,present
STU0105,MT401,2025-03-24,present
STU0105,MT401,2025-03-26,present
STU0105,MT401,2025-03-28,present
STU0105,MT301,2025-04-01,present
STU0105,MT301,2025-04-03,present
STU0105,MT301,2025-04-07,present
STU0105,MT401,2025-04-09,present
STU0105,MT301,2025-04-11,present
STU0105,MT201,2025-04-15,absent
STU0105,MT101,2025-04-17,present
STU0105,MT301,2025-04-21,present
STU0105,MT401,2025-04-23,present
STU0105,MT301,2025-04-25,present
STU0105,MT101,2025-04-29,present
STU0106,BU101,2025-01-01,present
STU0106,BU401,2025-01-03,present
STU0106,BU101,2025-01-07,absent
STU0106,BU401,2025-01-09,present
STU0106,BU201,2025-01-13,present
STU0106,BU401,2025-01-15,absent
STU0106,BU301,2025-01-17,present
STU0106,BU401,2025-01-21,absent
STU0106,BU201,2025-01-23,present
STU0106,BU401,2025-01-27,present
STU0106,BU301,2025-01-29,present
STU0106,BU301,2025-01-31,present
STU0106,BU201,2025-02-04,absent
STU0106,BU401,2025-02-06,present
STU0106,BU401,2025-02-10,present
STU0106,BU201,2025-02-12,present
STU0106,BU301,2025-02-14,present
STU0106,BU301,2025-02-18,present
STU0106,BU401,2025-02-20,present
STU0106,BU101,2025-02-24,present
STU0106,BU101,2025-02-26,present
STU0106,BU201,2025-02-28,present
STU0106,BU101,2025-03-04,present
STU0106,BU101,2025-03-06,present
STU0106,BU301,2025-03-10,present
STU0106,BU101,2025-03-12,present
STU0106,BU401,2025-03-14,present
STU0106,BU201,2025-03-18,present
STU0106,BU301,2025-03-20,present
STU0106,BU301,2025-03-24,present
STU0106,BU301,2025-03-26,absent
STU0106,BU201,2025-03-28,present
STU0106,BU401,2025-04-01,present
STU0106,BU101,2025-04-03,present
STU0106,BU101,2025-04-07,present
STU0106,BU401,2025-04-09,absent
STU0106,BU101,2025-04-11,present
STU0106,BU201,2025-04-15,present
STU0106,BU201,2025-04-17,absent
STU0106,BU301,2025-04-21,present
STU0106,BU401,2025-04-23,present
STU0106,BU101,2025-04-25,present
STU0106,BU401,2025-04-29,present
STU0107,BU201,2025-01-01,late
STU0107,BU401,2025-01-03,late
STU0107,BU201,2025-01-07,absent
STU0107,BU301,2025-01-09,present
STU0107,BU101,2025-01-13,absent
STU0107,BU401,2025-01-15,present
STU0107,BU301,2025-01-17,present
STU0107,BU201,2025-01-21,absent
STU0107,BU101,2025-01-23,present
STU0107,BU401,2025-01-27,present
STU0107,BU101,2025-01-29,present
STU0107,BU201,2025-01-31,absent
STU0107,BU201,2025-02-04,present
STU0107,BU301,2025-02-06,present
STU0107,BU101,2025-02-10,present
STU0107,BU201,2025-02-12,absent
STU0107,BU301,2025-02-14,absent
STU0107,BU201,2025-02-18,present
STU0107,BU301,2025-02-20,present
STU0107,BU301,2025-02-24,present
STU0107,BU201,2025-02-26,late
STU0107,BU401,2025-02-28,present
STU0107,BU301,2025-03-04,late
STU0107,BU201,2025-03-06,present
STU0107,BU201,2025-03-10,absent
STU0107,BU401,2025-03-12,absent
STU0107,BU101,2025-03-14,present
STU0107,BU401,2025-03-18,late
STU0107,BU301,2025-03-20,present
STU0107,BU401,2025-03-24,present
STU0107,BU301,2025-03-26,present
STU0107,BU301,2025-03-28,absent
STU0107,BU301,2025-04-01,present
STU0107,BU301,2025-04-03,present
STU0107,BU301,2025-04-07,present
STU0107,BU401,2025-04-09,present
STU0107,BU101,2025-04-11,present
STU0107,BU201,2025-04-15,present
STU0107,BU401,2025-04-17,absent
STU0107,BU201,2025-04-21,present
STU0107,BU101,2025-04-23,present
STU0107,BU401,2025-04-25,present
STU0107,BU301,2025-04-29,present
STU0108,MT201,2025-01-01,absent
STU0108,MT401,2025-01-03,absent
STU0108,MT101,2025-01-07,present
STU0108,MT201,2025-01-09,absent
STU0108,MT201,2025-01-13,absent
STU0108,MT201,2025-01-15,absent
STU0108,MT301,2025-01-17,present
STU0108,MT101,2025-01-21,late
STU0108,MT201,2025-01-23,present
STU0108,MT201,2025-01-27,present
STU0108,MT201,2025-01-29,present
STU0108,MT401,2025-01-31,present
STU0108,MT201,2025-02-04,present
STU0108,MT401,2025-02-06,present
STU0108,MT401,2025-02-10,present
STU0108,MT101,2025-02-12,absent
STU0108,MT401,2025-02-14,absent
STU0108,MT401,2025-02-18,present
STU0108,MT301,2025-02-20,absent
STU0108,MT101,2025-02-24,absent
STU0108,MT301,2025-02-26,absent
STU0108,MT101,2025-02-28,present
STU0108,MT301,2025-03-04,present
STU0108,MT401,2025-03-06,late
STU0108,MT301,2025-03-10,present
