student_id,week_start,logins,time_spent_minutes,assignments_submitted,forum_posts
STU0099,2025-04-30,6,171,2,2
STU0099,2025-05-07,5,144,4,2
STU0099,2025-05-14,7,146,4,0
STU0100,2025-01-01,9,224,4,1
STU0100,2025-01-08,10,216,3,2
STU0100,2025-01-15,13,282,3,3
STU0100,2025-01-22,8,323,5,2
STU0100,2025-01-29,10,259,4,4
STU0100,2025-02-05,7,328,3,2
STU0100,2025-02-12,12,284,4,3
STU0100,2025-02-19,9,254,5,2
STU0100,2025-02-26,9,300,5,1
STU0100,2025-03-05,13,234,4,2
STU0100,2025-03-12,13,209,4,4
STU0100,2025-03-19,10,289,5,2
STU0100,2025-03-26,7,328,5,4
STU0100,2025-04-02,11,211,3,2
STU0100,2025-04-09,9,259,5,4
STU0100,2025-04-16,8,214,5,4
STU0100,2025-04-23,9,235,5,1
STU0100,2025-04-30,13,284,3,2
STU0100,2025-05-07,11,327,3,1
STU0100,2025-05-14,11,315,5,2
STU0101,2025-01-01,9,164,2,3
STU0101,2025-01-08,5,202,4,2
STU0101,2025-01-15,8,204,3,2
STU0101,2025-01-22,4,169,2,3
STU0101,2025-01-29,8,138,3,0
STU0101,2025-02-05,9,134,3,3
STU0101,2025-02-12,5,181,4,2
STU0101,2025-02-19,7,221,4,3
STU0101,2025-02-26,5,132,3,3
STU0101,2025-03-05,5,209,3,1
STU0101,2025-03-12,6,152,4,0
STU0101,2025-03-19,6,157,3,3
STU0101,2025-03-26,10,228,3,0
STU0101,2025-04-02,9,231,3,3
STU0101,2025-04-09,6,149,4,0
STU0101,2025-04-16,4,160,3,3
STU0101,2025-04-23,9,150,2,2
STU0101,2025-04-30,6,164,3,2
STU0101,2025-05-07,10,123,2,1
STU0101,2025-05-14,9,141,2,0
STU0102,2025-01-01,11,299,5,3
STU0102,2025-01-08,11,224,3,1
STU0102,2025-01-15,8,218,4,2
STU0102,2025-01-22,7,282,5,2
STU0102,2025-01-29,7,284,5,2
STU0102,2025-02-05,12,330,3,2
STU0102,2025-02-12,12,217,3,3
STU0102,2025-02-19,7,315,4,4
STU0102,2025-02-26,10,329,5,4
STU0102,2025-03-05,7,316,5,4
STU0102,2025-03-12,13,279,3,2
STU0102,2025-03-19,11,233,4,4
STU0102,2025-03-26,10,249,3,1
STU0102,2025-04-02,12,212,5,4
STU0102,2025-04-09,10,240,4,3
STU0102,2025-04-16,11,296,4,2
STU0102,2025-04-23,9,297,5,3
STU0102,2025-04-30,11,214,5,1
STU0102,2025-05-07,8,223,3,3
STU0102,2025-05-14,9,329,3,1
STU0103,2025-01-01,3,113,2,1
STU0103,2025-01-08,5,180,1,3
STU0103,2025-01-15,8,126,2,3
STU0103,2025-01-22,7,121,2,0
STU0103,2025-01-29,6,153,3,2
STU0103,2025-02-05,6,131,2,0
STU0103,2025-02-12,4,173,1,2
STU0103,2025-02-19,7,115,1,0
STU0103,2025-02-26,3,172,3,2
STU0103,2025-03-05,9,135,3,3
STU0103,2025-03-12,4,95,2,2
STU0103,2025-03-19,5,122,1,0
STU0103,2025-03-26,6,196,3,2
STU0103,2025-04-02,9,138,2,0
STU0103,2025-04-09,4,142,3,2
STU0103,2025-04-16,9,140,1,2
STU0103,2025-04-23,7,197,1,3
STU0103,2025-04-30,3,152,1,1
STU0103,2025-05-07,7,157,2,1
STU0103,2025-05-14,7,112,3,3
STU0104,2025-01-01,7,179,3,0
STU0104,2025-01-08,4,118,2,2
STU0104,2025-01-15,10,228,3,1
STU0104,2025-01-22,8,159,2,2
STU0104,2025-01-29,9,140,1,2
STU0104,2025-02-05,5,199,1,3
STU0104,2025-02-12,4,147,1,3
STU0104,2025-02-19,10,215,1,3
STU0104,2025-02-26,4,173,3,1
STU0104,2025-03-05,7,231,2,1
STU0104,2025-03-12,4,120,3,2
STU0104,2025-03-19,4,138,3,2
STU0104,2025-03-26,10,215,1,3
STU0104,2025-04-02,8,193,1,3
STU0104,2025-04-09,7,208,3,0
STU0104,2025-04-16,4,234,2,2
STU0104,2025-04-23,8,127,2,0
STU0104,2025-04-30,9,160,2,1
STU0104,2025-05-07,10,152,3,3
STU0104,2025-05-14,8,151,3,0
STU0105,2025-01-01,10,249,4,4
STU0105,2025-01-08,8,269,3,4
STU0105,2025-01-15,11,340,5,3
STU0105,2025-01-22,14,336,3,3
STU0105,2025-01-29,13,356,4,2
STU0105,2025-02-05,9,311,3,2
STU0105,2025-02-12,11,316,5,1
STU0105,2025-02-19,13,244,4,3
STU0105,2025-02-26,13,237,4,4
STU0105,2025-03-05,14,287,5,2
STU0105,2025-03-12,9,237,5,3
STU0105,2025-03-19,11,335,5,1
STU0105,2025-03-26,10,249,4,2
STU0105,2025-04-02,14,349,5,3
STU0105,2025-04-09,9,295,4,4
STU0105,2025-04-16,14,343,4,3
STU0105,2025-04-23,8,291,4,2
STU0105,2025-04-30,14,292,4,4
STU0105,2025-05-07,13,284,4,3
STU0105,2025-05-14,14,289,3,4
STU0106,2025-01-01,6,221,3,2
STU0106,2025-01-08,9,181,4,1
STU0106,2025-01-15,6,224,4,3
STU0106,2025-01-22,10,276,3,2
STU0106,2025-01-29,8,182,3,1
STU0106,2025-02-05,9,239,3,3
STU0106,2025-02-12,9,243,2,3
STU0106,2025-02-19,9,254,2,3
STU0106,2025-02-26,11,267,2,2
STU0106,2025-03-05,8,184,2,1
STU0106,2025-03-12,12,183,2,2
STU0106,2025-03-19,11,291,4,2
STU0106,2025-03-26,11,188,3,1
STU0106,2025-04-02,8,182,2,1
STU0106,2025-04-09,6,267,2,1
STU0106,2025-04-16,12,183,4,4
STU0106,2025-04-23,12,212,3,3
STU0106,2025-04-30,11,244,2,3
STU0106,2025-05-07,11,233,4,4
STU0106,2025-05-14,6,248,3,2
STU0107,2025-01-01,4,200,3,0
STU0107,2025-01-08,4,195,1,1
STU0107,2025-01-15,5,142,3,1
STU0107,2025-01-22,5,210,2,0
STU0107,2025-01-29,7,104,3,3
STU0107,2025-02-05,3,175,1,3
STU0107,2025-02-12,7,183,2,3
STU0107,2025-02-19,5,194,1,3
STU0107,2025-02-26,8,137,1,2
STU0107,2025-03-05,5,123,3,2
STU0107,2025-03-12,8,160,1,1
STU0107,2025-03-19,6,180,1,2
STU0107,2025-03-26,9,202,3,2
STU0107,2025-04-02,6,152,2,1
STU0107,2025-04-09,9,101,2,1
STU0107,2025-04-16,7,159,1,1
STU0107,2025-04-23,9,197,1,0
STU0107,2025-04-30,8,220,3,3
STU0107,2025-05-07,3,166,2,1
STU0107,2025-05-14,4,206,2,2
STU0108,2025-01-01,6,144,3,3
STU0108,2025-01-08,6,226,1,1
STU0108,2025-01-15,8,229,3,0
STU0108,2025-01-22,9,140,3,2
STU0108,2025-01-29,7,204,3,0
STU0108,2025-02-05,5,186,2,2
STU0108,2025-02-12,4,234,1,3
STU0108,2025-02-19,8,140,2,1
STU0108,2025-02-26,9,163,3,2
STU0108,2025-03-05,8,229,2,0
STU0108,2025-03-12,9,227,3,2
STU0108,2025-03-19,10,173,3,0
STU0108,2025-03-26,6,151,2,2
STU0108,2025-04-02,4,159,1,3
STU0108,2025-04-09,9,192,1,3
STU0108,2025-04-16,9,117,2,0
STU0108,2025-04-23,8,213,1,1
STU0108,2025-04-30,9,181,1,0
STU0108,2025-05-07,9,117,1,1
STU0108,2025-05-14,8,175,3,0
STU0109,2025-01-01,10,290,4,2
STU0109,2025-01-08,12,243,4,3
STU0109,2025-01-15,12,249,3,1
STU0109,2025-01-22,11,227,3,2
STU0109,2025-01-29,8,224,3,1
STU0109,2025-02-05,10,288,3,2
STU0109,2025-02-12,13,249,5,2
STU0109,2025-02-19,13,324,3,2
STU0109,2025-02-26,8,230,4,2
STU0109,2025-03-05,8,248,4,2
STU0109,2025-03-12,9,218,4,1
STU0109,2025-03-19,11,236,5,1
STU0109,2025-03-26,9,305,5,3
STU0109,2025-04-02,11,329,5,2
STU0109,2025-04-09,12,230,3,2
STU0109,2025-04-16,8,231,5,3
STU0109,2025-04-23,10,305,4,1
STU0109,2025-04-30,11,283,5,4
STU0109,2025-05-07,7,214,5,1
STU0109,2025-05-14,13,274,4,2
STU0110,2025-01-01,4,213,1,1
STU0110,2025-01-08,8,123,2,2
STU0110,2025-01-15,8,214,3,1
STU0110,2025-01-22,3,193,2,2
STU0110,2025-01-29,8,139,2,2
STU0110,2025-02-05,6,110,1,3
STU0110,2025-02-12,3,185,1,2
STU0110,2025-02-19,7,210,3,3
STU0110,2025-02-26,9,127,2,1
STU0110,2025-03-05,4,178,2,3
STU0110,2025-03-12,4,98,1,3
STU0110,2025-03-19,5,159,2,0
STU0110,2025-03-26,7,121,2,2
STU0110,2025-04-02,9,122,1,0
STU0110,2025-04-09,9,209,1,3
STU0110,2025-04-16,8,94,3,1
STU0110,2025-04-23,3,175,2,3
STU0110,2025-04-30,4,149,3,3
STU0110,2025-05-07,6,191,2,2
STU0110,2025-05-14,7,160,2,3
STU0111,2025-01-01,3,183,3,2
STU0111,2025-01-08,6,197,1,1
STU0111,2025-01-15,4,132,1,1
STU0111,2025-01-22,6,188,3,0
STU0111,2025-01-29,4,121,3,2
STU0111,2025-02-05,9,176,1,2
STU0111,2025-02-12,6,166,3,2
STU0111,2025-02-19,8,196,2,3
STU0111,2025-02-26,9,103,3,1
STU0111,2025-03-05,6,210,3,0
STU0111,2025-03-12,4,185,3,0
STU0111,2025-03-19,6,167,3,3
STU0111,2025-03-26,4,125,3,0
STU0111,2025-04-02,7,192,3,2
STU0111,2025-04-09,4,110,2,1
STU0111,2025-04-16,9,148,2,3
STU0111,2025-04-23,3,201,2,1
STU0111,2025-04-30,6,109,1,0
STU0111,2025-05-07,6,198,3,0
STU0111,2025-05-14,3,104,2,2
STU0112,2025-01-01,7,118,2,3
STU0112,2025-01-08,5,134,2,3
STU0112,2025-01-15,3,123,1,0
STU0112,2025-01-22,5,134,3,2
STU0112,2025-01-29,8,114,2,0
STU0112,2025-02-05,8,166,2,0
STU0112,2025-02-12,7,127,2,3
STU0112,2025-02-19,6,190,3,0
STU0112,2025-02-26,3,78,1,2
STU0112,2025-03-05,8,149,1,1
STU0112,2025-03-12,7,162,3,0
STU0112,2025-03-19,2,147,1,1
STU0112,2025-03-26,4,91,3,3
STU0112,2025-04-02,8,91,2,2
STU0112,2025-04-09,8,163,1,1
STU0112,2025-04-16,6,156,1,0
STU0112,2025-04-23,8,183,1,0
STU0112,2025-04-30,3,172,2,2
STU0112,2025-05-07,3,89,1,3
STU0112,2025-05-14,7,104,1,1
STU0113,2025-01-01,7,157,2,0
STU0113,2025-01-08,8,183,2,0
STU0113,2025-01-15,8,162,3,3
STU0113,2025-01-22,7,130,3,3
STU0113,2025-01-29,3,101,3,1
STU0113,2025-02-05,7,158,1,3
STU0113,2025-02-12,6,88,3,1
STU0113,2025-02-19,6,114,3,3
STU0113,2025-02-26,3,195,3,0
STU0113,2025-03-05,7,88,2,1
STU0113,2025-03-12,2,119,2,3
STU0113,2025-03-19,6,137,1,0
STU0113,2025-03-26,8,112,3,0
STU0113,2025-04-02,8,133,3,0
STU0113,2025-04-09,6,180,2,3
STU0113,2025-04-16,5,89,2,3
STU0113,2025-04-23,7,162,3,3
STU0113,2025-04-30,8,195,2,2
STU0113,2025-05-07,8,119,3,0
STU0113,2025-05-14,2,153,2,0
STU0114,2025-01-01,5,174,3,3
STU0114,2025-01-08,10,182,3,2
STU0114,2025-01-15,7,203,3,2
STU0114,2025-01-22,5,255,2,1
STU0114,2025-01-29,9,224,2,3
STU0114,2025-02-05,9,199,2,2
STU0114,2025-02-12,5,177,2,4
STU0114,2025-02-19,11,184,3,3
STU0114,2025-02-26,6,175,4,3
STU0114,2025-03-05,11,182,3,2
STU0114,2025-03-12,6,169,2,3
STU0114,2025-03-19,6,197,2,4
STU0114,2025-03-26,8,271,2,2
STU0114,2025-04-02,8,220,3,3
STU0114,2025-04-09,11,235,3,2
STU0114,2025-04-16,8,217,3,1
STU0114,2025-04-23,10,234,4,3
STU0114,2025-04-30,8,164,3,2
STU0114,2025-05-07,10,279,3,4
STU0114,2025-05-14,10,203,4,4
STU0115,2025-01-01,10,342,3,4
STU0115,2025-01-08,14,296,3,3
STU0115,2025-01-15,13,310,5,4
STU0115,2025-01-22,14,308,5,4
STU0115,2025-01-29,8,282,5,3
STU0115,2025-02-05,14,279,3,2
STU0115,2025-02-12,12,239,4,4
STU0115,2025-02-19,14,252,4,1
STU0115,2025-02-26,10,258,5,1
STU0115,2025-03-05,12,344,3,1
STU0115,2025-03-12,14,229,3,1
STU0115,2025-03-19,11,336,5,4
STU0115,2025-03-26,12,258,3,2
STU0115,2025-04-02,13,280,3,4
STU0115,2025-04-09,13,260,3,4
STU0115,2025-04-16,13,323,3,2
STU0115,2025-04-23,9,251,4,1
STU0115,2025-04-30,13,293,3,2
STU0115,2025-05-07,9,307,5,2
STU0115,2025-05-14,9,288,4,3
STU0116,2025-01-01,12,230,4,3
STU0116,2025-01-08,11,219,4,4
STU0116,2025-01-15,7,239,5,4
STU0116,2025-01-22,11,259,3,3
STU0116,2025-01-29,8,285,4,4
STU0116,2025-02-05,12,192,4,3
STU0116,2025-02-12,6,235,4,4
STU0116,2025-02-19,9,255,5,3
STU0116,2025-02-26,7,294,3,4
STU0116,2025-03-05,6,210,4,4
STU0116,2025-03-12,10,251,3,2
STU0116,2025-03-19,9,231,3,2
STU0116,2025-03-26,8,275,5,2
STU0116,2025-04-02,6,252,4,4
STU0116,2025-04-09,10,186,5,1
STU0116,2025-04-16,7,247,3,2
STU0116,2025-04-23,6,303,3,4
STU0116,2025-04-30,7,223,5,1
STU0116,2025-05-07,8,238,4,1
STU0116,2025-05-14,6,205,4,2
STU0117,2025-01-01,8,289,4,1
STU0117,2025-01-08,11,224,3,3
STU0117,2025-01-15,10,215,5,3
STU0117,2025-01-22,9,228,4,2
STU0117,2025-01-29,13,268,3,3
STU0117,2025-02-05,7,291,3,2
STU0117,2025-02-12,9,312,5,2
STU0117,2025-02-19,7,204,4,2
STU0117,2025-02-26,8,204,5,1
STU0117,2025-03-05,11,219,5,1
STU0117,2025-03-12,8,236,4,4
STU0117,2025-03-19,12,252,4,4
STU0117,2025-03-26,11,225,3,2
STU0117,2025-04-02,7,261,3,3
STU0117,2025-04-09,7,277,5,2
STU0117,2025-04-16,10,243,3,2
STU0117,2025-04-23,10,252,5,3
STU0117,2025-04-30,11,213,4,1
STU0117,2025-05-07,12,275,5,4
STU0117,2025-05-14,10,271,5,1
STU0118,2025-01-01,8,159,3,0
STU0118,2025-01-08,8,141,2,2
STU0118,2025-01-15,8,217,3,2
STU0118,2025-01-22,5,223,4,2
STU0118,2025-01-29,4,238,4,2
STU0118,2025-02-05,4,169,3,2
STU0118,2025-02-12,10,209,3,1
STU0118,2025-02-19,9,154,2,0
STU0118,2025-02-26,4,228,3,2
STU0118,2025-03-05,10,144,4,3
STU0118,2025-03-12,9,226,4,3
STU0118,2025-03-19,5,139,3,3
STU0118,2025-03-26,10,215,4,2
STU0118,2025-04-02,4,138,2,2
STU0118,2025-04-09,8,153,4,0
STU0118,2025-04-16,9,142,2,3
STU0118,2025-04-23,5,169,3,2
STU0118,2025-04-30,9,221,4,2
STU0118,2025-05-07,6,202,2,1
STU0118,2025-05-14,9,123,3,2
STU0119,2025-01-01,6,88,2,2
STU0119,2025-01-08,8,126,2,3
STU0119,2025-01-15,3,102,3,3
STU0119,2025-01-22,5,157,2,1
STU0119,2025-01-29,6,73,2,2
STU0119,2025-02-05,2,124,1,0
STU0119,2025-02-12,5,126,1,3
STU0119,2025-02-19,8,133,3,2
STU0119,2025-02-26,2,149,3,0
STU0119,2025-03-05,5,98,2,1
STU0119,2025-03-12,3,151,3,0
STU0119,2025-03-19,5,121,2,0
STU0119,2025-03-26,3,123,1,2
STU0119,2025-04-02,7,157,2,2
STU0119,2025-04-09,4,75,3,1
STU0119,2025-04-16,6,82,3,2
STU0119,2025-04-23,5,114,1,2
STU0119,2025-04-30,7,138,2,2
STU0119,2025-05-07,2,153,2,1
STU0119,2025-05-14,8,88,3,1
STU0120,2025-01-01,12,230,5,4
STU0120,2025-01-08,6,279,3,2
STU0120,2025-01-15,12,264,3,3
STU0120,2025-01-22,6,199,5,4
STU0120,2025-01-29,12,227,5,4
STU0120,2025-02-05,7,242,5,2
STU0120,2025-02-12,10,283,3,3
STU0120,2025-02-19,10,221,4,1
STU0120,2025-02-26,9,189,5,3
STU0120,2025-03-05,7,232,5,1
STU0120,2025-03-12,9,236,5,2
STU0120,2025-03-19,6,245,3,4
STU0120,2025-03-26,12,197,3,3
STU0120,2025-04-02,8,239,3,1
STU0120,2025-04-09,12,302,4,4
STU0120,2025-04-16,11,264,4,1
STU0120,2025-04-23,12,211,4,3
STU0120,2025-04-30,6,256,5,4
STU0120,2025-05-07,8,231,5,3
STU0120,2025-05-14,7,302,4,4
STU0121,2025-01-01,8,253,4,0
STU0121,2025-01-08,7,225,3,0
STU0121,2025-01-15,8,185,3,0
STU0121,2025-01-22,4,207,4,3
STU0121,2025-01-29,6,216,3,3
STU0121,2025-02-05,5,235,2,0
STU0121,2025-02-12,7,215,3,2
STU0121,2025-02-19,6,174,3,2
STU0121,2025-02-26,7,252,4,3
STU0121,2025-03-05,4,184,2,2
STU0121,2025-03-12,9,177,4,1
STU0121,2025-03-19,6,203,3,3
STU0121,2025-03-26,6,230,4,1
STU0121,2025-04-02,5,243,3,2
STU0121,2025-04-09,6,144,2,2
STU0121,2025-04-16,7,180,2,3
STU0121,2025-04-23,7,140,2,2
STU0121,2025-04-30,10,254,3,1
STU0121,2025-05-07,7,185,4,0
STU0121,2025-05-14,8,141,3,1
STU0122,2025-01-01,6,208,3,1
STU0122,2025-01-08,3,110,3,2
STU0122,2025-01-15,5,155,1,0
STU0122,2025-01-22,6,197,2,3
STU0122,2025-01-29,3,156,3,3
STU0122,2025-02-05,8,144,3,1
STU0122,2025-02-12,9,125,1,3
STU0122,2025-02-19,5,147,3,1
STU0122,2025-02-26,7,171,1,1
STU0122,2025-03-05,4,188,1,2
STU0122,2025-03-12,7,136,3,1
STU0122,2025-03-19,5,213,2,2
STU0122,2025-03-26,7,192,1,1
STU0122,2025-04-02,8,106,2,3
STU0122,2025-04-09,6,146,1,2
STU0122,2025-04-16,6,183,2,0
STU0122,2025-04-23,3,177,1,0
STU0122,2025-04-30,4,213,3,0
STU0122,2025-05-07,3,110,1,1
STU0122,2025-05-14,4,200,2,3
STU0123,2025-01-01,9,275,2,4
STU0123,2025-01-08,10,168,4,4
STU0123,2025-01-15,12,199,3,1
STU0123,2025-01-22,9,185,3,4
STU0123,2025-01-29,12,219,3,1
STU0123,2025-02-05,7,277,4,3
STU0123,2025-02-12,12,187,3,1
STU0123,2025-02-19,12,177,2,2
STU0123,2025-02-26,12,279,4,1
STU0123,2025-03-05,8,192,3,2
STU0123,2025-03-12,9,208,4,2
STU0123,2025-03-19,9,176,4,4
STU0123,2025-03-26,12,217,4,4
STU0123,2025-04-02,6,215,2,3
STU0123,2025-04-09,7,244,2,2
STU0123,2025-04-16,10,170,2,1
STU0123,2025-04-23,12,263,3,1
STU0123,2025-04-30,6,223,3,3
STU0123,2025-05-07,8,217,2,2
STU0123,2025-05-14,8,238,3,3
STU0124,2025-01-01,11,226,4,3
STU0124,2025-01-08,7,270,5,2
STU0124,2025-01-15,7,330,3,2
STU0124,2025-01-22,8,226,4,2
STU0124,2025-01-29,9,288,4,4
STU0124,2025-02-05,8,225,4,3
STU0124,2025-02-12,7,293,3,2
STU0124,2025-02-19,10,256,3,3
STU0124,2025-02-26,7,260,4,4
STU0124,2025-03-05,12,261,5,2
STU0124,2025-03-12,8,290,5,4
STU0124,2025-03-19,12,323,3,2
STU0124,2025-03-26,10,279,4,1
STU0124,2025-04-02,8,315,5,3
STU0124,2025-04-09,12,291,4,2
STU0124,2025-04-16,9,258,4,1
STU0124,2025-04-23,7,230,3,1
STU0124,2025-04-30,9,330,5,3
STU0124,2025-05-07,8,253,3,3
STU0124,2025-05-14,11,258,3,1
STU0125,2025-01-01,7,300,5,4
STU0125,2025-01-08,9,235,5,4
STU0125,2025-01-15,7,244,5,3
STU0125,2025-01-22,9,247,5,1
STU0125,2025-01-29,9,241,3,1
STU0125,2025-02-05,7,218,3,2
STU0125,2025-02-12,11,270,5,4
STU0125,2025-02-19,7,281,4,1
STU0125,2025-02-26,8,308,5,4
STU0125,2025-03-05,7,309,4,2
STU0125,2025-03-12,7,219,3,1
STU0125,2025-03-19,7,237,4,4
STU0125,2025-03-26,11,261,4,2
STU0125,2025-04-02,7,206,3,3
STU0125,2025-04-09,11,256,4,3
STU0125,2025-04-16,8,245,5,3
STU0125,2025-04-23,12,256,5,4
STU0125,2025-04-30,13,219,3,2
STU0125,2025-05-07,11,208,5,3
STU0125,2025-05-14,13,235,4,1
STU0126,2025-01-01,4,65,0,2
STU0126,2025-01-08,7,102,1,1
STU0126,2025-01-15,5,147,0,1
STU0126,2025-01-22,6,165,2,3
STU0126,2025-01-29,7,127,0,3
STU0126,2025-02-05,1,160,1,2
STU0126,2025-02-12,6,120,2,3
STU0126,2025-02-19,2,145,0,2
STU0126,2025-02-26,7,121,2,1
STU0126,2025-03-05,5,134,2,2
STU0126,2025-03-12,1,113,1,1
STU0126,2025-03-19,1,92,1,3
STU0126,2025-03-26,1,59,1,1
STU0126,2025-04-02,6,54,2,3
STU0126,2025-04-09,4,70,1,1
STU0126,2025-04-16,2,100,1,1
STU0126,2025-04-23,5,74,1,2
STU0126,2025-04-30,2,125,0,1
STU0126,2025-05-07,6,158,1,1
STU0126,2025-05-14,7,70,1,0
STU0127,2025-01-01,8,267,2,3
STU0127,2025-01-08,9,182,3,2
STU0127,2025-01-15,10,243,4,2
STU0127,2025-01-22,6,265,2,1
STU0127,2025-01-29,7,270,3,3
STU0127,2025-02-05,8,217,3,1
STU0127,2025-02-12,6,223,2,3
STU0127,2025-02-19,10,193,2,3
STU0127,2025-02-26,10,177,2,2
STU0127,2025-03-05,9,219,2,1
STU0127,2025-03-12,11,271,2,1
STU0127,2025-03-19,7,252,3,2
STU0127,2025-03-26,6,160,3,1
STU0127,2025-04-02,9,225,2,2
STU0127,2025-04-09,11,188,2,4
STU0127,2025-04-16,10,158,2,4
STU0127,2025-04-23,8,220,3,4
STU0127,2025-04-30,7,197,4,3
STU0127,2025-05-07,6,176,3,2
STU0127,2025-05-14,11,215,3,4
STU0128,2025-01-01,11,246,4,3
STU0128,2025-01-08,9,289,4,3
STU0128,2025-01-15,9,219,5,2
STU0128,2025-01-22,10,264,4,1
STU0128,2025-01-29,7,278,3,2
STU0128,2025-02-05,13,247,3,4
STU0128,2025-02-12,13,257,4,3
STU0128,2025-02-19,8,310,3,2
STU0128,2025-02-26,7,255,4,1
STU0128,2025-03-05,11,315,4,2
STU0128,2025-03-12,8,266,3,3
STU0128,2025-03-19,11,271,4,1
STU0128,2025-03-26,12,237,3,1
STU0128,2025-04-02,12,318,5,2
STU0128,2025-04-09,12,241,4,4
STU0128,2025-04-16,10,280,3,1
STU0128,2025-04-23,8,233,3,3
STU0128,2025-04-30,11,232,5,4
STU0128,2025-05-07,12,228,4,2
STU0128,2025-05-14,13,230,3,4
STU0129,2025-01-01,8,263,4,2
STU0129,2025-01-08,7,275,4,2
STU0129,2025-01-15,11,220,4,4
STU0129,2025-01-22,11,237,3,1
STU0129,2025-01-29,12,281,5,4
STU0129,2025-02-05,8,250,4,2
STU0129,2025-02-12,9,294,4,3
STU0129,2025-02-19,8,300,5,4
STU0129,2025-02-26,12,298,5,1
STU0129,2025-03-05,8,268,5,4
STU0129,2025-03-12,7,263,3,2
STU0129,2025-03-19,11,244,5,3
STU0129,2025-03-26,10,301,3,3
STU0129,2025-04-02,11,281,5,3
STU0129,2025-04-09,11,292,3,2
STU0129,2025-04-16,9,250,4,4
STU0129,2025-04-23,6,261,3,4
STU0129,2025-04-30,8,185,4,4
STU0129,2025-05-07,6,194,5,3
STU0129,2025-05-14,12,227,4,1
STU0130,2025-01-01,5,219,3,1
STU0130,2025-01-08,9,222,3,4
STU0130,2025-01-15,5,167,3,1
STU0130,2025-01-22,5,218,2,4
STU0130,2025-01-29,11,172,4,4
STU0130,2025-02-05,5,261,2,2
STU0130,2025-02-12,8,220,2,1
STU0130,2025-02-19,7,253,3,2
STU0130,2025-02-26,10,267,3,2
STU0130,2025-03-05,5,205,2,3
STU0130,2025-03-12,10,268,2,1
STU0130,2025-03-19,8,235,3,4
STU0130,2025-03-26,9,157,3,3
STU0130,2025-04-02,6,198,2,4
STU0130,2025-04-09,9,256,2,1
STU0130,2025-04-16,9,260,3,4
STU0130,2025-04-23,5,230,4,1
STU0130,2025-04-30,10,172,4,2
STU0130,2025-05-07,6,219,4,1
STU0130,2025-05-14,5,276,4,4
STU0131,2025-01-01,12,215,3,3
STU0131,2025-01-08,9,230,5,2
STU0131,2025-01-15,6,304,3,2
STU0131,2025-01-22,12,188,3,3
STU0131,2025-01-29,10,262,5,1
STU0131,2025-02-05,8,236,5,3
STU0131,2025-02-12,12,210,3,4
STU0131,2025-02-19,7,283,3,1
STU0131,2025-02-26,11,267,4,4
STU0131,2025-03-05,7,282,3,1
STU0131,2025-03-12,10,272,4,4
STU0131,2025-03-19,12,186,5,1
STU0131,2025-03-26,10,252,4,2
STU0131,2025-04-02,8,186,5,3
STU0131,2025-04-09,8,302,4,3
STU0131,2025-04-16,10,208,3,1
STU0131,2025-04-23,7,196,3,3
STU0131,2025-04-30,8,299,4,1
STU0131,2025-05-07,10,258,4,2
STU0131,2025-05-14,8,289,3,2
STU0132,2025-01-01,4,158,1,2
STU0132,2025-01-08,4,163,1,3
STU0132,2025-01-15,8,127,2,3
STU0132,2025-01-22,2,158,3,3
STU0132,2025-01-29,7,91,3,2
STU0132,2025-02-05,3,127,3,0
STU0132,2025-02-12,3,86,2,2
STU0132,2025-02-19,3,171,3,2
STU0132,2025-02-26,6,158,1,3
STU0132,2025-03-05,8,92,1,3
STU0132,2025-03-12,8,143,2,2
STU0132,2025-03-19,7,141,2,2
STU0132,2025-03-26,6,113,1,1
STU0132,2025-04-02,3,95,2,3
STU0132,2025-04-09,5,162,1,1
STU0132,2025-04-16,2,145,1,3
STU0132,2025-04-23,8,130,2,1
STU0132,2025-04-30,4,97,2,1
STU0132,2025-05-07,8,168,3,2
STU0132,2025-05-14,4,190,2,2
STU0133,2025-01-01,3,184,3,0
STU0133,2025-01-08,6,149,2,2
STU0133,2025-01-15,8,111,1,0
STU0133,2025-01-22,9,190,3,1
STU0133,2025-01-29,3,146,1,2
STU0133,2025-02-05,5,118,3,3
STU0133,2025-02-12,3,95,3,2
STU0133,2025-02-19,4,135,2,2
STU0133,2025-02-26,5,116,1,3
STU0133,2025-03-05,4,136,1,2
STU0133,2025-03-12,7,202,2,1
STU0133,2025-03-19,5,159,2,1
STU0133,2025-03-26,4,113,2,1
STU0133,2025-04-02,5,96,1,1
STU0133,2025-04-09,6,212,2,2
STU0133,2025-04-16,8,143,3,0
STU0133,2025-04-23,4,122,3,2
STU0133,2025-04-30,6,204,1,1
STU0133,2025-05-07,6,206,1,2
STU0133,2025-05-14,7,205,2,3
STU0134,2025-01-01,12,250,3,2
STU0134,2025-01-08,8,308,3,2
STU0134,2025-01-15,12,324,3,1
STU0134,2025-01-22,12,247,3,2
STU0134,2025-01-29,8,292,4,2
STU0134,2025-02-05,7,232,3,4
STU0134,2025-02-12,12,234,5,3
STU0134,2025-02-19,9,325,3,3
STU0134,2025-02-26,13,212,3,2
STU0134,2025-03-05,7,248,5,4
STU0134,2025-03-12,8,277,3,4
STU0134,2025-03-19,10,261,5,3
STU0134,2025-03-26,12,304,3,4
STU0134,2025-04-02,13,251,5,4
STU0134,2025-04-09,12,287,4,1
